MOBID,ITEMID,Verified,Chance
mob_lupin,item_dark_polefeather_hat,FALSE,
mob_lupin,item_blue_guise,FALSE,
mob_lupin,item_dark_hunters_armor,FALSE,
mob_lupin,item_dark_legolier,FALSE,
mob_lupin,item_purple_steal,FALSE,
mob_lupin,item_sapphire_fitted_mail,FALSE,
mob_lupin,item_dark_hunters_pants,FALSE,
mob_lupin,item_dark_legolier_pants,FALSE,
mob_lupin,item_purple_steal_pants,FALSE,
mob_lupin,item_bronze_chain_boots,FALSE,
mob_lupin,item_black_yellowlined_shoes,FALSE,
mob_lupin,item_gold_moon_shoes,FALSE,
mob_lupin,item_mithril_tower_shield,FALSE,
mob_lupin,item_eloon,FALSE,
mob_lupin,item_aluminum_baseball_bat,FALSE,
mob_lupin,item_dark_avarice,FALSE,
mob_lupin,item_white_potion,FALSE,
mob_lupin,item_blue_potion,FALSE,
mob_lupin,item_kumbi_throwing_stars,FALSE,
mob_lupin,item_snowball_throwing_stars,FALSE,
mob_lupin,item_leather,FALSE,
mob_lupin,item_stiff_feather,FALSE,
mob_lupin,item_emerald_ore,FALSE,
mob_lupin,item_opal_ore,FALSE,
mob_glowshroom,item_mesos,TRUE,
mob_glowshroom,item_blue_potion,TRUE,
mob_glowshroom,item_glowing_mushroom_spore,TRUE,
mob_glowshroom,item_silver_ore,TRUE,
mob_raffle,item_mesos,TRUE,
mob_raffle,item_blue_potion,TRUE,
mob_raffle,item_raffle_petal,TRUE,
mob_zombie_lupin,item_mesos,TRUE,
mob_zombie_lupin,item_cursed_doll,TRUE,
mob_golden_stirge,item_mesos,TRUE,
mob_aquamander,item_mesos,TRUE,
mob_aquamander,item_white_potion,TRUE,
mob_aquamander,item_blue_potion,TRUE,
mob_aquamander,item_aquamander_tail,TRUE,
mob_aquamander,item_aquamarine_ore,TRUE,
mob_copper_drake,item_mesos,TRUE,
mob_copper_drake,item_white_potion,TRUE,
mob_copper_drake,item_blue_potion,TRUE,
mob_copper_drake,item_drake_skull,TRUE,
mob_copper_drake,item_dragon_skin,TRUE,
mob_echopus,item_mesos,TRUE,
mob_echopus,item_blue_matty,TRUE,
mob_echopus,item_white_potion,TRUE,
mob_echopus,item_echopus_leg,TRUE,
mob_rafflesia,item_mesos,TRUE,
mob_rafflesia,item_white_potion,TRUE,
mob_rafflesia,item_blue_potion,TRUE,
mob_rafflesia,item_rafflesia_petal,TRUE,
mob_rafflesia,item_bronze_ore,TRUE,
mob_wraith,item_mesos,TRUE,
mob_wraith,item_white_potion,TRUE,
mob_wraith,item_blue_potion,TRUE,
mob_wraith,item_medicine_with_weird_vibes,TRUE,
mob_rotten_mushroom,item_mesos,TRUE,
mob_rotten_mushroom,item_white_potion,TRUE,
mob_rotten_mushroom,item_blue_potion,TRUE,
mob_rotten_mushroom,item_decayed_charm,TRUE,
mob_malady,item_mesos,TRUE,
mob_malady,item_white_potion,TRUE,
mob_malady,item_blue_potion,TRUE,
mob_malady,item_maladys_experimental_frog,TRUE,
mob_duskmander,item_mesos,TRUE,
mob_duskmander,item_duskmander_tail,TRUE,
mob_drake,item_mesos,FALSE,
mob_croco,item_mesos,TRUE,
mob_croco,item_croco_skin,TRUE,
mob_myewood,item_mesos,TRUE,
mob_myewood,item_white_potion,TRUE,
mob_myewood,item_blue_potion,TRUE,
mob_red_drake,item_mesos,TRUE,
mob_red_drake,item_white_potion,TRUE,
mob_red_drake,item_drake_skull,TRUE,
mob_red_drake,item_dragon_skin,TRUE,
mob_stone_golem,item_mesos,TRUE,
mob_stone_golem,item_stone_golem_rubble,TRUE,
mob_dark_stone_golem,item_mesos,TRUE,
mob_dark_stone_golem,item_dark_stone_golem_rubble,TRUE,
mob_dark_stone_golem,item_topaz_ore,TRUE,
mob_sporewood,item_mesos,TRUE,
