ITEMID,Item Name,Verified,Category,Equip Type,Use Type,Etc Type,Item Icon,Description,Job,Upgrade Slots,Req Level,Req Str,Req Dex,Req Int,Req Luk,Req Fame,Weapon Category,Attack Speed,Attack Power,Magic Attack,Weapon Def,Magic Def,HP,MP,STR,DEX,INT,LUK,Crit Rate,Crit Damage,Speed,Jump,Accuracy,Avoidability,Knockback
item_brown_cotton_shorts,Brown Cotton Shorts,TRUE,EQUIPMENT,Bottom,,,https://maplestory.io/api/GMS/263/item/1060006/icon?resize=4,,Common,7,0,0,0,0,0,0,,,,,4,,,,,,,,,,,,,,
item_red_miniskirt,Red Miniskirt,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/GMS/210.1.1/item/1061002/icon?resize=4,,Common,7,0,0,0,0,0,0,,,,,2 (1-3),,,,,,,,,,,,,,
item_jean_capris,Jean Capris,TRUE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060007/icon,,Common,7,5,0,0,0,0,0,,,,,7,,5,,,,,,,,,,,,
item_ice_jeans,Ice Jeans,TRUE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1062000/icon,,Common,7,17,0,0,0,0,20,,,,,14,,,17,,,,,,,,,,,
item_old_raggedy_cape,Old Raggedy Cape,TRUE,EQUIPMENT,Cape,,,https://maplestory.io/api/GMS/263/item/1102053/icon?resize=4,,Common,5,25,0,0,0,0,0,,,,,10,,,,,,,,,,,,1,,
item_black_napoleon,Black Napoleon,TRUE,EQUIPMENT,Cape,,,https://maplestory.io/api/gms/83/item/1452026/icon,,Common,5,50,0,0,0,0,0,,,,,20,,,,,,,2,,,,,4,,
item_blue_napoleon,Blue Napoleon,TRUE,EQUIPMENT,Cape,,,,,Common,5,50,0,0,0,0,0,,,,,20,,,,,,2,,,,,,4,,
item_green_napoleon,Green Napoleon,TRUE,EQUIPMENT,Cape,,,,,Common,5,50,0,0,0,0,0,,,,,20,,,,,2,,,,,,,4,,
item_red_napoleon,Red Napoleon,TRUE,EQUIPMENT,Cape,,,,,Common,5,50,0,0,0,0,0,,,,,20,,,,2,,,,,,,,4,,
item_single_earring,Single Earring,TRUE,EQUIPMENT,Earring,,,https://maplestory.io/api/GMS/263/item/1032001/icon?resize=4,,Common,5,14,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,
item_amethyst_earrings,Amethyst Earrings,TRUE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032003/icon,,Common,5,15,0,0,0,0,0,,,,,,3,,,,,,,,,,,,,
item_weighted_earrings,Weighted Earrings,TRUE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032000/icon,,Common,5,20,0,0,0,0,0,,,,,,6,,,,,,,,,,,,1,
item_yellow_square,Yellow Square,TRUE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032009/icon,,Common,5,20,0,0,0,0,0,,,,,,6,,,,,,,,1,,,,,
item_fallen_leaf_earrings,Fallen Leaf Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032032/icon,,Common,5,25,0,0,0,0,0,,,,1,,2,25,25,,,,,,,,,,,
item_gold_earrings,Gold Earrings,TRUE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032004/icon,,Common,5,25,0,0,0,0,0,,,,,,9,,,,,,,,,,,,1,
item_leaf_earrings,Leaf Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/GMS/263/item/1032025/icon?resize=4,,Common,5,25,0,0,0,0,0,,,,,,2,,50,,,,,,,,,,,
item_red_cross_earrings,Red Cross Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/GMS/263/item/1032005/icon?resize=4,,Common,5,25,0,0,0,0,0,,,,,,5,,,,,,,,,,,,,
item_emerald_earrings,Emerald Earrings,TRUE,EQUIPMENT,Earring,,,https://maplestory.io/api/GMS/263/item/1032007/icon?resize=4,,Common,5,30,0,0,0,0,0,,,,,,12,,,,,,,,2,,,,,
item_lightning_earrings,Lightning Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032006/icon,,Common,5,30,0,0,0,0,0,,,,,,10,,,,,,,,,,,,,
item_star_earrings,Star Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032010/icon,,Common,5,30,0,0,0,0,0,,,,,,10,,,,,,,,,,,,,
item_cats_eye,Cat's Eye,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032008/icon,,Common,5,35,0,0,0,0,0,,,,,,15,,,,,,,,,,,,,
item_sapphire_earrings,Sapphire Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032002/icon,,Common,5,35,0,0,0,0,0,,,,,,15,,,,,,,,,,,,,
item_pansy_earrings,Pansy Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032018/icon,,Common,5,45,0,0,0,0,0,,,,,,25,,,,,,,,,,,,,
item_black_emerald_earrings,Black Emerald Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032027/icon,,Common,5,50,0,0,0,0,0,,,,,,30,,30,,,,,,,,,,,
item_redhearted_earrings,Red-Hearted Earrings,TRUE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032013/icon,,Common,5,50,0,0,0,0,0,,,,,,24,,,,,,,,4,,,,,
item_skull_earrings,Skull Earrings,TRUE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032012/icon,,Common,5,50,0,0,0,0,0,,,,,,24,,,,,,,,,,,,4,
item_crystal_flower_earrings,Crystal Flower Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032019/icon,,Common,5,55,0,0,0,0,0,,,,,,35,,,,,,,,,,,,,
item_holy_cross_earrings,Holy Cross Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032021/icon,,Common,5,55,0,0,0,0,0,,,,,,35,,,,,,,,,,,,,
item_pinkflowered_earrings,Pink-Flowered Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032014/icon,,Common,5,60,0,0,0,0,0,,,,,,40,,,,,,,,,,,,,
item_gold_drop_earrings,Gold Drop Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032020/icon,,Common,5,65,0,0,0,0,0,,,,,,45,,,,,,,,,,,,,
item_metal_silver_earrings,Metal Silver Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032015/icon,,Common,5,70,0,0,0,0,0,,,,,,50,,,,,,,,,,,,,
item_half_earrings,Half Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032022/icon,,Common,5,75,0,0,0,0,0,,,,,,55,,,,,,,,,,,,,
item_gold_emerald_earrings,Gold Emerald Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032026/icon,,Common,5,80,0,0,0,0,0,,,,,,58,,,,2,5,,,,,,,,
item_metal_heart_earrings,Metal Heart Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032016/icon,,Common,5,80,0,0,0,0,0,,,,,,60,,,,,,,,,,,,,
item_strawberry_earrings,Strawberry Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032023/icon,,Common,5,85,0,0,0,0,0,,,,,,65,,,,,,,,,,,,,
item_rose_earrings,Rose Earrings,FALSE,EQUIPMENT,Earring,,,https://maplestory.io/api/gms/83/item/1032017/icon,,Common,5,90,0,0,0,0,0,,,,,,70,,,,,,,,,,,,,
item_work_gloves,Work Gloves,FALSE,EQUIPMENT,Gloves,,,https://maplestory.io/api/gms/83/item/1082002/icon,,Common,5,10,0,0,0,0,0,,,,,2,,,,,,,,,,,,,,
item_black_headband,Black Headband,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002066/icon?resize=4,,Common,7,5,0,0,0,0,0,,,,,6,,,,,,,,,,,,,,
item_blue_headband,Blue Headband,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002069/icon?resize=4,,Common,7,5,0,0,0,0,0,,,,,6,,,5,,,,,,,,,,,
item_brown_skullcap,Brown Skullcap,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002008/icon,,Common,7,5,0,0,0,0,0,,,,,6,,,,,,,,,,,,,,
item_green_headband,Green Headband,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/34/item/1002067/icon?resize=4,,Common,7,5,0,0,0,0,0,,,,,6,,,,,,,,,,,,,,
item_red_headband,Red Headband,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002014/icon?resize=4,,Common,7,5,0,0,0,0,0,,,,,6,,5,,,,,,,,,,,,
item_yellow_headband,Yellow Headband,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002068/icon?resize=4,,Common,7,5,0,0,0,0,0,,,,,6,,,,,,,,,,,,,,
item_black_swimming_cap,Black Swimming Cap,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002132/icon?resize=4,,Common,7,8,0,0,0,0,0,,,,,8,,3,3,,,,,,,,,,,
item_blue_swimming_cap,Blue Swimming Cap,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002133/icon?resize=4,,Common,7,8,0,0,0,0,0,,,,,8,,,6,,,,,,,,,,,
item_red_swimming_cap,Red Swimming Cap,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002134/icon?resize=4,,Common,7,8,0,0,0,0,0,,,,,8,,6,,,,,,,,,,,,
item_black_bandana,Black Bandana,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002083/icon?resize=4,,Common,7,10,0,0,0,0,0,,,,,9,,5,5,,,,,,,,,,,
item_blue_bandana,Blue Bandana,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002081/icon?resize=4,,Common,7,10,0,0,0,0,0,,,,,9,,,10,,,,,,,,,,,
item_red_bandana,Red Bandana,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002080/icon?resize=4,,Common,7,10,0,0,0,0,0,,,,,9,,10,,,,,,,,,,,,
item_white_bandana,White Bandana,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002019/icon,,Common,7,10,0,0,0,0,0,,,,,9,,,,,,,,,,,,,,
item_yellow_bandana,Yellow Bandana,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002082/icon?resize=4,,Common,7,10,0,0,0,0,0,,,,,9,,,,,,,1,,,,,,,
item_metal_gear,Metal Gear,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002001/icon?resize=4,,Common,7,15,0,0,0,0,0,,,,,12,,,,,,,,,,,,,,
item_yellow_metal_gear,Yellow Metal Gear,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002041/icon?resize=4,,Common,7,15,0,0,0,0,0,,,,,13,,,,,1,,,,,,,,,
item_old_wisconsin,Old Wisconsin,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002033/icon?resize=4,,Common,7,17,0,0,0,0,0,,,,,13,,15,,,,,,,,,,,,
item_blue_baseball_cap,Blue Baseball Cap,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002063/icon?resize=4,,Common,7,22,0,0,0,0,0,,,,,16,,,20,,,,,,,,,,,
item_brown_baseball_cap,Brown Baseball Cap,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002062/icon?resize=4,,Common,7,22,0,0,0,0,0,,,,,16,,,,,,,,,,,,1,,
item_red_baseball_cap,Red Baseball Cap,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002012/icon?resize=4,,Common,7,22,0,0,0,0,0,,,,,16,,20,,,,,,,,,,,,
item_yellow_baseball_cap,Yellow Baseball Cap,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002061/icon?resize=4,,Common,7,22,0,0,0,0,0,,,,,16,,,,,,,2,,,,,,,
item_blue_bamboo_hat,Blue Bamboo Hat,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002090/icon?resize=4,,Common,7,25,0,0,10,0,0,,,,,18,,,,,,2,,,,,,,,
item_brown_bamboo_hat,Brown Bamboo Hat,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002026/icon?resize=4,,Common,7,25,0,10,0,0,0,,,,,18,,,,,,,,,,,,1,,
item_red_starry_bandana,Red Starry Bandana,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002020/icon?resize=4,,Common,7,25,0,0,0,10,0,,,,,18,,,,,,,2,,,,,,,
item_sky_blue_starry_bandana,Sky Blue Starry Bandana,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/GMS/263/item/1002096/icon?resize=4,,Common,7,25,10,0,0,0,0,,,,,18,,,,2,,,,,,,,,,
item_yellow_starry_bandana,Yellow Starry Bandana,TRUE,EQUIPMENT,Helmet,,,https://maplestory.io/api/gms/83/item/1002097/icon,,Common,7,25,0,0,0,0,0,,,,,18,,,,,,2,,,,,,,,
item_stolen_fence,Stolen Fence,TRUE,EQUIPMENT,Secondary,,,https://maplestory.io/api/gms/83/item/1092003/icon,,Common,7,5,0,0,0,0,0,,,,,40,,,,,,,,,,,,,,
item_pan_lid,Pan Lid,FALSE,EQUIPMENT,Secondary,,,https://maplestory.io/api/gms/83/item/1092008/icon,,Common,7,10,0,0,0,0,0,,,,,10,,,,,,,,,,,,,,
item_blue_rubber_boots,Blue Rubber Boots,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072038/icon?resize=4,,Common,5,0,0,0,0,0,0,,,,,2,,,,,,,,,,,,,,
item_leather_sandals,Leather Sandals,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/gms/83/item/1072005/icon,,Common,5,0,0,0,0,0,0,,,,,2,,,,,,,,,,,,,,
item_red_rubber_boots,Red Rubber Boots,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072001/icon?resize=4,,Common,5,0,0,0,0,0,0,,,,,2,,,,,,,,,,,,,,
item_black_gomushin,Black Gomushin,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072042/icon?resize=4,,Common,5,10,0,0,0,0,0,,,,,7,,,,,,,,,,,1,,,
item_smelly_gomushin,Smelly Gomushin,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072043/icon?resize=4,,Common,5,10,0,0,0,0,0,,,,,7,,,,,,,,,,,,,1,
item_white_gomushin,White Gomushin,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/gms/83/item/1072004/icon,,Common,5,10,0,0,0,0,0,,,,,7,,,,,,,,,,1,,,,
item_bronze_aroa_boots,Bronze Aroa Boots,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072008/icon?resize=4,,Common,5,16,0,0,0,0,10,,,,,9,,,,,,,,,,,,,1,
item_brown_aroa_boots,Brown Aroa Boots,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072048/icon?resize=4,,Common,5,16,0,0,0,0,10,,,,,9,,,,,,,,,,,1,,,
item_green_aroa_boots,Green Aroa Boots,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072049/icon?resize=4,,Common,5,16,0,0,0,0,10,,,,,9,,,,,,,,,,1,,,,
item_blue_anklestrap_sandals,Blue Ankle-Strap Sandals,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072017/icon?resize=4,,Common,5,21,0,0,0,0,20,,,,,11,,,,,,,,,,,,,2,
item_brown_anklestrap_sandals,Brown Ankle-Strap Sandals,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072063/icon?resize=4,,Common,5,21,0,0,0,0,20,,,,,11,,,,,,,,,,2,,,,
item_red_anklestrap_sandals,Red Ankle-Strap Sandals,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072062/icon?resize=4,,Common,5,21,0,0,0,0,20,,,,,11,,,,,,,,,,,2,,,
item_blue_whitebottom_boots,Blue Whitebottom Boots,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072056/icon?resize=4,,Common,5,26,0,0,0,0,20,,,,,13,,,,,,,,,,1,1,,,
item_orange_whitebottom_boots,Orange Whitebottom Boots,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072054/icon?resize=4,,Common,5,26,0,0,0,0,20,,,,,13,,,,,,,,,,2,,,,
item_pink_whitebottom_boots,Pink Whitebottom Boots,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072055/icon?resize=4,,Common,5,26,0,0,0,0,20,,,,,13,,,,,,,,,,,,,2,
item_red_whitebottom_shoes,Red Whitebottom Shoes,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072012/icon?resize=4,,Common,5,26,0,0,0,0,20,,,,,13,,,,,,,,,,,2,,,
item_squishy_shoes,Squishy Shoes,TRUE,EQUIPMENT,Shoes,,,https://maplestory.io/api/GMS/263/item/1072369/icon?resize=4,,Common,5,28,0,0,0,0,0,,,,,7,7,,,1,1,1,1,,,,,,,
item_undershirt,Undershirt,TRUE,EQUIPMENT,Top,,,https://maplestory.io/api/GMS/210.1.1/item/1040006/icon?resize=4,,Common,7,0,0,0,0,0,0,,,,,6,,,,,,,,,,,,,,
item_white_tubetop,White Tubetop,FALSE,EQUIPMENT,Top,,,https://maplestory.io/api/gms/83/item/1041002/icon,,Common,7,0,0,0,0,0,0,,,,,3 (2-4),,,,,,,,,,,,,,
item_white_undershirt,White Undershirt,FALSE,EQUIPMENT,Top,,,https://maplestory.io/api/GMS/34/item/1040002/icon?resize=4,,Common,7,0,0,0,0,0,0,,,,,3 (2-4),,,,,,,,,,,,,,
item_yellow_tshirt,Yellow T-Shirt,TRUE,EQUIPMENT,Top,,,https://maplestory.io/api/gms/83/item/1041006/icon,,Common,7,0,0,0,0,0,0,,,,,6,,,,,,,,,,,,,,
item_blue_onelined_tshirt,Blue One-Lined T-Shirt,TRUE,EQUIPMENT,Top,,,https://maplestory.io/api/GMS/210.1.1/item/1040013/icon?resize=4,,Common,7,8,0,0,0,0,0,,,,,16,,,,,,,,,,,,,,
item_orange_sporty_tshirt,Orange Sporty T-Shirt,TRUE,EQUIPMENT,Top,,,https://maplestory.io/api/gms/83/item/1040014/icon,,Common,7,12,0,0,0,0,0,,,,,16,,,,,,,,,,,,,,
item_pink_starry_shirt,Pink Starry Shirt,TRUE,EQUIPMENT,Top,,,https://maplestory.io/api/GMS/263/item/1041004/icon?resize=4,,Common,7,12,0,0,0,0,0,,,,,16,,12,,,,,,,,,,,,
item_redstriped_tshirt,Red-Striped T-Shirt,TRUE,EQUIPMENT,Top,,,https://maplestory.io/api/gms/83/item/1041012/icon,,Common,7,12,0,0,0,0,0,,,,,16,,,12,,,,,,,,,,,
item_hand_axe,Hand Axe,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/gms/83/item/1312004/icon,,Common,7,0,0,0,0,0,0,1H Axe,Fast,17,,,,,,,,,,,,,,,,
item_sword,Sword,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/GMS/34/item/1302000/icon?resize=4,,Common,7,0,0,0,0,0,0,1H Sword,Fast,17,,,,,,,,,,,,,,,,
item_wooden_baseball_bat,Wooden Baseball Bat,FALSE,EQUIPMENT,Weapon,,,https://maplestory.io/api/gms/83/item/1402009/icon,,Common,0,0,0,0,0,0,0,2H Sword,Normal,20,,,,,,,,,,,,,,,,
item_wooden_club,Wooden Club,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/gms/83/item/1322005/icon,,Common,7,0,0,0,0,0,0,1H Mace,Fast,19,,,,,,,,,,,,,,,,
item_razor,Razor,FALSE,EQUIPMENT,Weapon,,,https://maplestory.io/api/GMS/263/item/1332005/icon?resize=4,,Common,7,5,0,0,0,0,0,Dagger,Fast,20,,,,,,,,,,,,,,,,
item_fruit_knife,Fruit Knife,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/GMS/263/item/1332007/icon?resize=4,,Common,7,8,0,0,0,0,0,Dagger,Very Fast,23,,,,,,,,,,,,,,,,
item_double_axe,Double Axe,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/gms/83/item/1312000/icon,,Common,7,10,20,0,0,0,0,1H Axe,Fast,27,,,,,,,,,,,,,,,,
item_long_sword,Long Sword,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/gms/83/item/1302007/icon,,Common,7,10,20,0,0,0,0,1H Sword,Fast,27,,,,,,,,,,,,,,,,
item_steel_pipe,Steel Pipe,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/GMS/263/item/1322006/icon?resize=4,,Common,7,10,0,0,0,0,0,1H Mace,Fast,29,,,,,,,,,,,,,,,,
item_wooden_wand,Wooden Wand,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/GMS/263/item/1372005/icon?resize=4,,Common,7,10,0,0,20,0,0,Wand,Average,18,27,,,,,,,,,,,,,,,
item_leather_purse,Leather Purse,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/gms/83/item/1322007/icon,,Common,7,12,15,0,0,0,0,1H Mace,Fast,31,,,,,,,,,,,,,,,,
item_hardwood_wand,Hardwood Wand,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/GMS/263/item/1372006/icon?resize=4,,Common,7,15,0,0,30,0,0,Wand,Average,23,34,,,,,,,,,,,,,,,
item_red_brick,Red Brick,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/GMS/263/item/1322012/icon?resize=4,,Common,7,15,10,0,0,0,0,1H Mace,Fast,31,,,,,,,,,,,,,,,,
item_hammer,Hammer,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/GMS/263/item/1322001/icon?resize=4,,Common,7,17,22,0,0,0,0,1H Mace,Fast,33,,,,,,,,,,,,,,,,
item_fish_spear,Fish Spear,FALSE,EQUIPMENT,Weapon,,,https://maplestory.io/api/gms/83/item/1432008/icon,,Common,7,20,0,0,0,0,0,Spear,Normal,42,,,,,,,,,,,,5,,5,,
item_hard_briefcase,Hard Briefcase,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/GMS/263/item/1322008/icon?resize=4,,Common,7,20,30,0,0,0,0,1H Mace,Fast,39,,,,,,,,,,,,,,,,
item_metal_wand,Metal Wand,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/gms/83/item/1372002/icon,,Common,7,20,0,0,40,10,0,Wand,Average,21,41,,,,,,,,,,,,,,,
item_pig_illustrated,Pig Illustrated,FALSE,EQUIPMENT,Weapon,,,https://maplestory.io/api/gms/83/item/1322031/icon,,Common,7,25,0,0,0,0,0,1H Mace,Faster,42,,,,,,,,,,,,,,10,,
item_plunger,Plunger,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/GMS/263/item/1322009/icon?resize=4,,Common,7,25,40,0,0,0,0,1H Mace,Fast,44,,,,,,,,,,,,,,,,
item_sky_blue_umbrella,Sky Blue Umbrella,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/GMS/263/item/1302017/icon?resize=4,,Common,7,27,0,0,0,0,0,1H Sword,Fast,33,12,,,,,,,,,,,,,,,
item_aluminum_baseball_bat,Aluminum Baseball Bat,FALSE,EQUIPMENT,Weapon,,,https://maplestory.io/api/gms/83/item/1402010/icon,,Common,7,30,0,0,0,0,0,2H Sword,Fast,48,,,,,,,,,,,,,,,,
item_korean_fan,Korean Fan,FALSE,EQUIPMENT,Weapon,,,https://maplestory.io/api/gms/83/item/1332020/icon,,Common,7,35,0,0,0,0,0,Dagger,Fast,50,,,,,,,,,,,,,,5,5,
item_red_whip,Red Whip,TRUE,EQUIPMENT,Weapon,,,https://maplestory.io/api/gms/83/item/1302013/icon,,Common,7,35,0,0,0,0,0,1H Sword,Fast,52,,,,,,,,,,,,15,,,,
item_black_armine_skirt,Black Armine Skirt,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/GMS/263/item/1061010/icon?resize=4,,Magician,7,8,0,0,0,0,0,,,,,6,4,,,,,,,,,,,,,
item_green_armine_skirt,Green Armine Skirt,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/GMS/263/item/1061011/icon?resize=4,,Magician,7,8,0,0,0,0,0,,,,,6,4,,,,,,,,,,,,,
item_greybrown_training_pants,Grey/Brown Training Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060013/icon,,Magician,7,8,0,0,0,0,0,,,,,6 (5-7),4 (3-5),,,,,,,,,,,,,
item_blue_training_pants,Blue Training Pants,TRUE,EQUIPMENT,Bottom,,,https://maplestory.io/api/GMS/263/item/1060012/icon?resize=4,,Magician,7,10,0,0,10,0,0,,,,,6,12,,10,,,,,,,,,,,
item_pink_arianne_skirt,Pink Arianne Skirt,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/GMS/263/item/1061021/icon?resize=4,,Magician,7,13,0,0,40,15,0,,,,,10,6,,5,,,,,,,,,,,
item_yellow_arianne_skirt,Yellow Arianne Skirt,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061022/icon,,Magician,7,13,0,0,40,15,0,,,,,10,6,,5,,,,,,,,,,,
item_green_arianne_skirt,Green Arianne Skirt,TRUE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061013/icon,,Magician,7,15,0,0,20,0,0,,,,,8,14,,,,,,1,,,,,,,
item_purple_arianne_skirt,Purple Arianne Skirt,TRUE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061012/icon,,Magician,7,15,0,0,20,0,0,,,,,8,14,,15,,,,,,,,,,,
item_black_split_skirt,Black Split Skirt,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1061027/icon,,Magician,7,18,0,0,55,20,0,,,,,12,8,5,,,,,,,,,,,,
item_white_split_pants,White Split Pants,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060015/icon,,Magician,7,18,0,0,55,20,0,,,,,12,8,,5,,,,,,,,,,,
item_white_split_skirt,White Split Skirt,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1062002/icon,,Magician,7,18,0,0,55,20,0,,,,,12 (10-14),8 (7-9),,5 (4-6),,,,,,,,,,,
item_black_split_pants,Black Split Pants,TRUE,EQUIPMENT,Bottom,,,https://maplestory.io/api/gms/83/item/1060014/icon,,Magician,7,20,0,0,30,10,0,,,,,10,16,10,10,,,,,,,,,,,
item_blue_fairy_skirt,Blue Fairy Skirt,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/GMS/263/item/1061036/icon?resize=4,,Magician,7,28,0,0,85,30,0,,,,,16,12,,10,,,,,,,,,,,
item_green_fairy_skirt,Green Fairy Skirt,FALSE,EQUIPMENT,Bottom,,,https://maplestory.io/api/GMS/263/item/1061035/icon?resize=4,,Magician,7,28,0,0,85,30,0,,,,,16,12,5,5,,,,,,,,,,,
